huspacy == emagyar,huspacy,emagyar
True,|miként|,|miként|
True,|van|,|van|
True,"|,|","|,|"
True,|az|,|az|
True,|sokszor|,|sokszor|
True,|szöges|,|szöges|
True,|ellentétben|,|ellentétben|
True,|van|,|van|
True,|(|,|(|
True,|Rétvári|,|Rétvári|
True,|Bence|,|Bence|
True,|:|,|:|
True,|Bezzeg|,|Bezzeg|
True,|a|,|a|
True,|Jobbik|,|Jobbik|
True,|!|,|!|
True,|)|,|)|
True,"|,|","|,|"
True,|az|,|az|
True,|önök|,|önök|
True,|által|,|által|
True,|elmondott|,|elmondott|
True,|dolgok|,|dolgok|
True,|nem|,|nem|
True,|fedik|,|fedik|
True,|a|,|a|
True,|valóságot|,|valóságot|
True,"|,|","|,|"
True,|egyszerűen|,|egyszerűen|
True,|lefordítva|,|lefordítva|
True,|.|,|.|
True,|Nézzük|,|Nézzük|
True,|meg|,|meg|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|mostani|,|mostani|
True,|valóságban|,|valóságban|
True,|mi|,|mi|
True,|az|,|az|
True,"|,|","|,|"
True,|ami|,|ami|
True,|máshogy|,|máshogy|
True,|van|,|van|
True,"|,|","|,|"
True,|mint|,|mint|
True,|ahogy|,|ahogy|
True,|önök|,|önök|
True,|azt|,|azt|
True,|lefestik|,|lefestik|
True,"|,|","|,|"
True,|és|,|és|
True,|ahogy|,|ahogy|
True,|elmondják|,|elmondják|
True,|.|,|.|
True,|Kezdjük|,|Kezdjük|
True,|egyből|,|egyből|
True,|és|,|és|
True,|itt|,|itt|
True,|három|,|három|
True,|témát|,|témát|
True,|kell|,|kell|
True,|felhozni|,|felhozni|
True,"|,|","|,|"
True,|az|,|az|
True,|egyik|,|egyik|
True,|nyilvánvalóan|,|nyilvánvalóan|
True,|az|,|az|
True,|árstop|,|árstop|
True,"|,|","|,|"
True,|a|,|a|
True,|másik|,|másik|
True,|az|,|az|
True,|extraprofitadó|,|extraprofitadó|
True,"|,|","|,|"
True,|a|,|a|
True,|harmadik|,|harmadik|
True,|az|,|az|
True,|infláció|,|infláció|
True,|.|,|.|
True,|Kezdjük|,|Kezdjük|
True,|az|,|az|
True,|árstoppal|,|árstoppal|
True,|!|,|!|
True,|Önök|,|Önök|
True,|az|,|az|
True,|árstopban|,|árstopban|
True,|több|,|több|
True,|olyan|,|olyan|
True,|terméket|,|terméket|
True,|határoztak|,|határoztak|
True,|meg|,|meg|
True,"|,|","|,|"
True,|amely|,|amely|
True,|rendszeres|,|rendszeres|
True,|fogyasztási|,|fogyasztási|
True,|cikk|,|cikk|
True,"|,|","|,|"
True,|és|,|és|
True,|amelyből|,|amelyből|
True,|rendkívül|,|rendkívül|
True,|sok|,|sok|
True,|szokott|,|szokott|
True,|fogyni|,|fogyni|
True,|Magyarországon|,|Magyarországon|
True,"|,|","|,|"
True,|és|,|és|
True,|annak|,|annak|
True,|az|,|az|
True,|árát|,|árát|
True,|rögzítették|,|rögzítették|
True,|sőt|,|sőt|
True,|most|,|most|
True,|ezt|,|ezt|
True,|október|,|október|
True,|1-jéig|,|1-jéig|
True,|önök|,|önök|
True,|meg|,|meg|
True,|is|,|is|
True,|hosszabbították|,|hosszabbították|
True,"|,|","|,|"
True,|ilyen|,|ilyen|
True,|a|,|a|
True,|kristálycukor|,|kristálycukor|
True,|vagy|,|vagy|
True,|a|,|a|
True,"|2,8|","|2,8|"
True,|százalékos|,|százalékos|
True,|tej|,|tej|
True,"|,|","|,|"
True,|de|,|de|
True,|mondhatnánk|,|mondhatnánk|
True,|a|,|a|
True,|csirkemellet|,|csirkemellet|
True,|is|,|is|
True,"|,|","|,|"
True,|amely|,|amely|
True,|ezek|,|ezek|
True,|közé|,|közé|
True,|tartozik|,|tartozik|
True,|.|,|.|
True,|Mindannyian|,|Mindannyian|
True,|jól|,|jól|
True,|ismerjük|,|ismerjük|
True,|a|,|a|
True,|termékek|,|termékek|
True,|körét|,|körét|
True,|.|,|.|
True,|Viszont|,|Viszont|
True,|kevésbé|,|kevésbé|
True,|ismerhetjük|,|ismerhetjük|
True,|jól|,|jól|
True,"|,|","|,|"
True,|illetve|,|illetve|
True,|most|,|most|
True,|már|,|már|
True,|egyre|,|egyre|
True,|kevésbé|,|kevésbé|
True,|ismerhetjük|,|ismerhetjük|
True,|ezeket|,|ezeket|
True,"|,|","|,|"
True,|hiszen|,|hiszen|
True,|a|,|a|
True,|valóság|,|valóság|
True,|az|,|az|
True,|lett|,|lett|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|nagyon|,|nagyon|
True,|sok|,|sok|
True,|boltban|,|boltban|
True,|ez|,|ez|
True,|a|,|a|
True,|termék|,|termék|
True,"|,|","|,|"
True,|ezek|,|ezek|
True,|a|,|a|
True,|termékkörök|,|termékkörök|
True,|elérhetetlenek|,|elérhetetlenek|
True,|.|,|.|
True,|Személyes|,|Személyes|
True,|tapasztalatom|,|tapasztalatom|
True,|mondatja|,|mondatja|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|az|,|az|
True,|elmúlt|,|elmúlt|
True,|egy|,|egy|
True,|hétben|,|hétben|
True,|több|,|több|
True,|olyan|,|olyan|
True,|boltban|,|boltban|
True,|jártam|,|jártam|
True,"|,|","|,|"
True,|ahol|,|ahol|
True,|simán|,|simán|
True,"|,|","|,|"
True,|egyszerűen|,|egyszerűen|
True,|egy|,|egy|
True,|kiló|,|kiló|
True,|kristálycukrot|,|kristálycukrot|
True,|szerettem|,|szerettem|
True,|volna|,|volna|
True,|vásárolni|,|vásárolni|
True,"|,|","|,|"
True,|azonban|,|azonban|
True,|nem|,|nem|
True,|volt|,|volt|
True,|.|,|.|
True,|Vagy|,|Vagy|
True,|nem|,|nem|
True,|volt|,|volt|
True,|készleten|,|készleten|
True,"|,|","|,|"
True,|vagy|,|vagy|
True,|nem|,|nem|
True,|is|,|is|
True,|tervezik|,|tervezik|
True,|készletre|,|készletre|
True,|tenni|,|tenni|
True,"|,|","|,|"
True,|ami|,|ami|
True,|rámutat|,|rámutat|
True,|arra|,|arra|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|amikor|,|amikor|
True,|az|,|az|
True,|ember|,|ember|
True,|ilyen|,|ilyen|
True,|intézkedést|,|intézkedést|
True,|hoz|,|hoz|
True,"|,|","|,|"
True,|akkor|,|akkor|
True,|a|,|a|
True,|valósághoz|,|valósághoz|
True,|kell|,|kell|
True,|igazítani|,|igazítani|
True,|a|,|a|
True,|szabályozást|,|szabályozást|
True,"|,|","|,|"
True,|és|,|és|
True,|a|,|a|
True,|szabályozást|,|szabályozást|
True,|aszerint|,|aszerint|
True,|kell|,|kell|
True,|megoldani|,|megoldani|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ne|,|ne|
True,|lehessen|,|lehessen|
True,|visszaélni|,|visszaélni|
True,|ezzel|,|ezzel|
True,|.|,|.|
True,|Emlékeztetném|,|Emlékeztetném|
True,|önöket|,|önöket|
True,|arra|,|arra|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|egy|,|egy|
True,|húsipari|,|húsipari|
True,|vállalkozás|,|vállalkozás|
True,|azt|,|azt|
True,|is|,|is|
True,|mondta|,|mondta|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|csirkemell|,|csirkemell|
True,|vonatkozásában|,|vonatkozásában|
True,|az|,|az|
True,|ahhoz|,|ahhoz|
True,|közel|,|közel|
True,|eső|,|eső|
True,|termékek|,|termékek|
True,"|,|","|,|"
True,|tehát|,|tehát|
True,|más|,|más|
True,|húsipari|,|húsipari|
True,|termékek|,|termékek|
True,|drágulásával|,|drágulásával|
True,"|,|","|,|"
True,|infláció|,|infláció|
True,|feletti|,|feletti|
True,|drágulásával|,|drágulásával|
True,|próbálják|,|próbálják|
True,|a|,|a|
True,|hasznot|,|hasznot|
True,|megtartani|,|megtartani|
True,|.|,|.|
True,|Valójában|,|Valójában|
True,|úgy|,|úgy|
True,|tűnik|,|tűnik|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|trükköznek|,|trükköznek|
True,"|,|","|,|"
True,|és|,|és|
True,|az|,|az|
True,|árstop|,|árstop|
True,|ma|,|ma|
True,|oda|,|oda|
True,|vezetett|,|vezetett|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|nem|,|nem|
True,|lehetséges|,|lehetséges|
True,|egyes|,|egyes|
True,|termékeket|,|termékeket|
True,|kapni|,|kapni|
True,|napokon|,|napokon|
True,|keresztül|,|keresztül|
True,"|,|","|,|"
True,|sőt|,|sőt|
True,|más|,|más|
True,|hasonló|,|hasonló|
True,|termékek|,|termékek|
True,|ára|,|ára|
True,|inflációt|,|inflációt|
True,|meghaladó|,|meghaladó|
True,|mértékben|,|mértékben|
True,|emelkedett|,|emelkedett|
True,|.|,|.|
True,|De|,|De|
True,|itt|,|itt|
True,|van|,|van|
True,|az|,|az|
True,|extraprofitadó|,|extraprofitadó|
True,"|,|","|,|"
True,|ez|,|ez|
True,|a|,|a|
True,|legújabb|,|legújabb|
True,|gazdasági|,|gazdasági|
True,|intézkedés|,|intézkedés|
True,|az|,|az|
True,|önök|,|önök|
True,|részéről|,|részéről|
True,"|,|","|,|"
True,|amelyben|,|amelyben|
True,|a|,|a|
True,|Rezsivédelmi|,|Rezsivédelmi|
True,|és|,|és|
True,|a|,|a|
True,|Honvédelmi|,|Honvédelmi|
True,|Alapba|,|Alapba|
True,|próbálnak|,|próbálnak|
True,|extra|,|extra|
True,|forrásokat|,|forrásokat|
True,|bevonni|,|bevonni|
True,"|,|","|,|"
True,|jellemzően|,|jellemzően|
True,|a|,|a|
True,|nagyvállalatok|,|nagyvállalatok|
True,|megadóztatásán|,|megadóztatásán|
True,|keresztül|,|keresztül|
True,"|,|","|,|"
True,|ahogy|,|ahogy|
True,|önök|,|önök|
True,|mondják|,|mondják|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ne|,|ne|
True,|a|,|a|
True,|családok|,|családok|
True,|fizessék|,|fizessék|
True,|a|,|a|
True,|háború|,|háború|
True,|árát|,|árát|
True,|.|,|.|
True,|Az|,|Az|
True,|a|,|a|
True,|helyzet|,|helyzet|
True,"|,|","|,|"
True,|tisztelt|,|tisztelt|
True,|képviselőtársaim|,|képviselőtársaim|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|erről|,|erről|
True,|is|,|is|
True,|bebizonyosodott|,|bebizonyosodott|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|valóság|,|valóság|
True,|szöges|,|szöges|
True,|ellentétben|,|ellentétben|
True,|áll|,|áll|
True,|azzal|,|azzal|
True,"|,|","|,|"
True,|amit|,|amit|
True,|önök|,|önök|
True,|elképzeltek|,|elképzeltek|
True,|.|,|.|
True,|Európa|,|Európa|
True,|legbunkóbb|,|legbunkóbb|
True,|légitársasága|,|légitársasága|
True,|sikeresen|,|sikeresen|
True,|bejelentette|,|bejelentette|
True,|azt|,|azt|
True,|is|,|is|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|áthárítják|,|áthárítják|
True,|a|,|a|
True,|költséget|,|költséget|
True,"|,|","|,|"
True,|majd|,|majd|
True,|egy|,|egy|
True,|másik|,|másik|
True,|légitársaság|,|légitársaság|
True,|is|,|is|
True,|követte|,|követte|
True,|ezt|,|ezt|
True,"|,|","|,|"
True,|de|,|de|
True,|erről|,|erről|
True,|nyilatkoztak|,|nyilatkoztak|
True,|bankok|,|bankok|
True,"|,|","|,|"
True,|erről|,|erről|
True,|nyilatkoztak|,|nyilatkoztak|
True,|telekom-szolgáltatók|,|telekom-szolgáltatók|
True,"|,|","|,|"
True,|kommunikációs|,|kommunikációs|
True,|cégek|,|cégek|
True,|is|,|is|
True,|.|,|.|
True,|Itt|,|Itt|
True,|is|,|is|
True,|világosan|,|világosan|
True,|látszik|,|látszik|
True,"|,|","|,|"
True,|képviselőtársaim|,|képviselőtársaim|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|nap|,|nap|
True,|végén|,|végén|
True,|a|,|a|
True,|legkisebbek|,|legkisebbek|
True,|fogják|,|fogják|
True,|megfizetni|,|megfizetni|
True,|ezeknek|,|ezeknek|
True,|az|,|az|
True,|extraprofitadóknak|,|extraprofitadóknak|
True,|az|,|az|
True,|árát|,|árát|
True,|a|,|a|
True,|dráguló|,|dráguló|
True,"|,|","|,|"
True,|áthárított|,|áthárított|
True,|szolgáltatásokkal|,|szolgáltatásokkal|
True,|.|,|.|
True,|Sőt|,|Sőt|
True,"|,|","|,|"
True,|önök|,|önök|
True,|a|,|a|
True,|legkisebbeket|,|legkisebbeket|
True,|is|,|is|
True,|bevonják|,|bevonják|
True,|a|,|a|
True,|közteherviselésbe|,|közteherviselésbe|
True,|ezen|,|ezen|
True,|a|,|a|
True,|téren|,|téren|
True,"|,|","|,|"
True,|ugyanis|,|ugyanis|
True,|az|,|az|
True,|egyszerűsített|,|egyszerűsített|
True,|foglalkozás|,|foglalkozás|
True,|után|,|után|
True,|fizetendő|,|fizetendő|
True,|közterheknek|,|közterheknek|
True,|a|,|a|
True,|duplájára|,|duplájára|
True,|emelésével|,|emelésével|
True,|a|,|a|
True,|legkisebb|,|legkisebb|
True,|vállalkozásoktól|,|vállalkozásoktól|
True,"|,|","|,|"
True,|az|,|az|
True,|egyéni|,|egyéni|
True,|vállalkozóktól|,|vállalkozóktól|
True,"|,|","|,|"
True,|a|,|a|
True,|mikrovállalkozó|,|mikrovállalkozó|
True,|egyéni|,|egyéni|
True,|vállalkozóktól|,|vállalkozóktól|
True,|és|,|és|
True,|társas|,|társas|
True,|vállalkozásoktól|,|vállalkozásoktól|
True,|egyaránt|,|egyaránt|
True,|vesznek|,|vesznek|
True,|el|,|el|
True,"|,|","|,|"
True,|méghozzá|,|méghozzá|
True,|duplán|,|duplán|
True,|vesznek|,|vesznek|
True,|el|,|el|
True,|.|,|.|
True,|Sőt|,|Sőt|
True,"|,|","|,|"
True,|önöktől|,|önöktől|
True,|származik|,|származik|
True,|a|,|a|
True,|rendkívül|,|rendkívül|
True,|népszerű|,|népszerű|
True,|és|,|és|
True,|közkedvelt|,|közkedvelt|
True,|kisadózók|,|kisadózók|
True,|tételes|,|tételes|
True,|adójának|,|adójának|
True,|a|,|a|
True,|módosítása|,|módosítása|
True,"|,|","|,|"
True,|a|,|a|
True,|katának|,|katának|
True,|a|,|a|
True,|módosítása|,|módosítása|
True,"|,|","|,|"
True,|amelynek|,|amelynek|
True,|megint|,|megint|
True,|a|,|a|
True,|legkisebb|,|legkisebb|
True,|vállalkozások|,|vállalkozások|
True,|és|,|és|
True,|ezáltal|,|ezáltal|
True,|a|,|a|
True,|családok|,|családok|
True,|ihatják|,|ihatják|
True,|meg|,|meg|
True,|a|,|a|
True,|levét|,|levét|
True,|.|,|.|
True,|A|,|A|
True,|terv|,|terv|
True,|az|,|az|
True,|volt|,|volt|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ne|,|ne|
True,|az|,|az|
True,|emberek|,|emberek|
True,|fizessék|,|fizessék|
True,|meg|,|meg|
True,|a|,|a|
True,|háború|,|háború|
True,|árát|,|árát|
True,|.|,|.|
True,|Most|,|Most|
True,|ott|,|ott|
True,|tartunk|,|tartunk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|lakosság|,|lakosság|
True,|fogja|,|fogja|
True,|megfizetni|,|megfizetni|
True,|a|,|a|
True,|háború|,|háború|
True,|árát|,|árát|
True,"|,|","|,|"
True,|az|,|az|
True,|önök|,|önök|
True,|által|,|által|
True,|rosszul|,|rosszul|
True,|kezelt|,|kezelt|
True,|gazdasági|,|gazdasági|
True,|válságnak|,|válságnak|
True,|az|,|az|
True,|árát|,|árát|
True,"|,|","|,|"
True,|sőt|,|sőt|
True,|Orbán|,|Orbán|
True,|és|,|és|
True,|az|,|az|
True,|államtitkárai|,|államtitkárai|
True,|fizetésemelésének|,|fizetésemelésének|
True,|az|,|az|
True,|árát|,|árát|
True,|is|,|is|
True,|.|,|.|
True,|És|,|És|
True,|hogy|,|hogy|
True,|még|,|még|
True,|egy|,|egy|
True,|kérdést|,|kérdést|
True,|felhozzunk|,|felhozzunk|
True,"|,|","|,|"
True,|itt|,|itt|
True,|az|,|az|
True,|infláció|,|infláció|
True,|kérdése|,|kérdése|
True,|és|,|és|
True,|köre|,|köre|
True,|.|,|.|
True,|Az|,|Az|
True,|Európa-rekorder|,|Európa-rekorder|
True,|27|,|27|
True,|százalékos|,|százalékos|
True,|áfa|,|áfa|
True,|következtében|,|következtében|
True,|önök|,|önök|
True,|ebben|,|ebben|
True,|az|,|az|
True,|évben|,|évben|
True,|is|,|is|
True,|rekordbevételre|,|rekordbevételre|
True,|készülnek|,|készülnek|
True,"|,|","|,|"
True,|ugyanis|,|ugyanis|
True,|az|,|az|
True,|infláció|,|infláció|
True,|nemcsak|,|nemcsak|
True,|azt|,|azt|
True,|jelenti|,|jelenti|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|magyaroknak|,|magyaroknak|
True,|többet|,|többet|
True,|kell|,|kell|
True,|fizetni|,|fizetni|
True,|a|,|a|
True,|boltban|,|boltban|
True,"|,|","|,|"
True,|drágábbak|,|drágábbak|
True,|az|,|az|
True,|élelmiszerek|,|élelmiszerek|
True,"|,|","|,|"
True,|drágábbak|,|drágábbak|
True,|a|,|a|
True,|cikkek|,|cikkek|
True,"|,|","|,|"
True,|amelyeket|,|amelyeket|
True,|vásárolnak|,|vásárolnak|
True,"|,|","|,|"
True,|hanem|,|hanem|
True,|a|,|a|
True,|megemelkedett|,|megemelkedett|
True,|infláció|,|infláció|
True,|által|,|által|
True,|a|,|a|
True,|27|,|27|
True,|százalékos|,|százalékos|
True,|rekorder|,|rekorder|
True,|áfával|,|áfával|
True,|önök|,|önök|
True,|500-600|,|500-600|
True,|milliárd|,|milliárd|
True,|forint|,|forint|
True,|pluszadóbevételre|,|pluszadóbevételre|
True,|fognak|,|fognak|
True,|szert|,|szert|
True,|tenni|,|tenni|
True,|.|,|.|
True,|Önök|,|Önök|
True,|a|,|a|
True,|legszegényebbekkel|,|legszegényebbekkel|
True,|hiszen|,|hiszen|
True,|az|,|az|
True,|áfa|,|áfa|
True,|a|,|a|
True,|szegények|,|szegények|
True,|adója|,|adója|
True,"|,|","|,|"
True,|önök|,|önök|
True,|a|,|a|
True,|legszegényebbekkel|,|legszegényebbekkel|
True,|fogják|,|fogják|
True,|megfizettetni|,|megfizettetni|
True,|az|,|az|
True,|országban|,|országban|
True,|az|,|az|
True,|infláció|,|infláció|
True,|árát|,|árát|
True,|.|,|.|
True,|Világosan|,|Világosan|
True,|látszik|,|látszik|
True,"|,|","|,|"
True,|amivel|,|amivel|
True,|Orbán|,|Orbán|
True,|kasszája|,|kasszája|
True,|a|,|a|
True,|legjobban|,|legjobban|
True,|jár|,|jár|
True,"|,|","|,|"
True,|azzal|,|azzal|
True,|mindenki|,|mindenki|
True,|más|,|más|
True,|a|,|a|
True,|legrosszabbul|,|legrosszabbul|
True,|.|,|.|
True,|A|,|A|
True,|jobboldali|,|jobboldali|
True,|Jobbiknak|,|Jobbiknak|
True,|erre|,|erre|
True,|van|,|van|
True,|javaslata|,|javaslata|
True,|:|,|:|
True,|legyen|,|legyen|
True,|nullaszázalékos|,|nullaszázalékos|
True,|az|,|az|
True,|alapvető|,|alapvető|
True,|élelmiszerek|,|élelmiszerek|
True,|áfája|,|áfája|
True,|!|,|!|
True,|De|,|De|
True,|ha|,|ha|
True,|kimondjuk|,|kimondjuk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|legyen|,|legyen|
True,|nullaszázalékos|,|nullaszázalékos|
True,|az|,|az|
True,|alapvető|,|alapvető|
True,|élelmiszerek|,|élelmiszerek|
True,|áfája|,|áfája|
True,"|,|","|,|"
True,|legyen|,|legyen|
True,|szigorú|,|szigorú|
True,|ellenőrzés|,|ellenőrzés|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ezt|,|ezt|
True,|az|,|az|
True,|áfaszabályt|,|áfaszabályt|
True,|betartsák|,|betartsák|
True,|a|,|a|
True,|kereskedők|,|kereskedők|
True,"|,|","|,|"
True,|betartsák|,|betartsák|
True,|az|,|az|
True,|ellátási|,|ellátási|
True,|láncban|,|láncban|
True,|részt|,|részt|
True,|vevők|,|vevők|
True,"|,|","|,|"
True,|és|,|és|
True,|legyen|,|legyen|
True,|az|,|az|
True,|is|,|is|
True,|világos|,|világos|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|hosszú|,|hosszú|
True,|távon|,|távon|
True,|a|,|a|
True,|szociális|,|szociális|
True,|kártya|,|kártya|
True,|bevezetésével|,|bevezetésével|
True,|lehet|,|lehet|
True,|az|,|az|
True,|embereket|,|embereket|
True,|könnyebb|,|könnyebb|
True,|helyzetbe|,|helyzetbe|
True,|juttatni|,|juttatni|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Képviselőtársaim|,|Képviselőtársaim|
True,|!|,|!|
True,|A|,|A|
True,|helyzet|,|helyzet|
True,|nem|,|nem|
True,|vidám|,|vidám|
True,|.|,|.|
True,|Úgy|,|Úgy|
True,|is|,|is|
True,|tekinthetünk|,|tekinthetünk|
True,|a|,|a|
True,|mostani|,|mostani|
True,|helyzetre|,|helyzetre|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|amíg|,|amíg|
True,|önök|,|önök|
True,|a|,|a|
True,|válságálló|,|válságálló|
True,|intézkedéseket|,|intézkedéseket|
True,|próbálták|,|próbálták|
True,|árstoppal|,|árstoppal|
True,"|,|","|,|"
True,|extraprofitadóval|,|extraprofitadóval|
True,"|,|","|,|"
True,|de|,|de|
True,|legfőképp|,|legfőképp|
True,|az|,|az|
True,|infláció|,|infláció|
True,|szabadon|,|szabadon|
True,|hagyásával|,|hagyásával|
True,|kezelni|,|kezelni|
True,"|,|","|,|"
True,|most|,|most|
True,|már|,|már|
True,|ott|,|ott|
True,|tartunk|,|tartunk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ha|,|ha|
True,|régen|,|régen|
True,|nem|,|nem|
True,|volt|,|volt|
True,|pénzünk|,|pénzünk|
True,"|,|","|,|"
True,|összedobtunk|,|összedobtunk|
True,|egy|,|egy|
True,|lecsót|,|lecsót|
True,"|,|","|,|"
True,|ha|,|ha|
True,|ma|,|ma|
True,|összedobunk|,|összedobunk|
True,|egy|,|egy|
True,|lecsót|,|lecsót|
True,"|,|","|,|"
True,|nem|,|nem|
True,|marad|,|marad|
True,|pénzünk|,|pénzünk|
True,|.|,|.|
True,|(|,|(|
True,|14.00|,|14.00|
True,|)|,|)|
True,|Mindezekre|,|Mindezekre|
True,|tekintettel|,|tekintettel|
True,|kérdezem|,|kérdezem|
True,|tisztelt|,|tisztelt|
True,|képviselőtársaimat|,|képviselőtársaimat|
True,"|,|","|,|"
True,|illetve|,|illetve|
True,|államtitkár|,|államtitkár|
True,"|,|","|,|"
True,|miniszter|,|miniszter|
True,|urat|,|urat|
True,|:|,|:|
True,|meddig|,|meddig|
True,|nézi|,|nézi|
True,|a|,|a|
True,|kormány|,|kormány|
True,|tétlenül|,|tétlenül|
True,|a|,|a|
True,|magas|,|magas|
True,|inflációt|,|inflációt|
True,|?|,|?|
True,|Miért|,|Miért|
True,|az|,|az|
True,|Európa-rekorder|,|Európa-rekorder|
True,|27|,|27|
True,|százalékos|,|százalékos|
True,|áfával|,|áfával|
True,|akarják|,|akarják|
True,|megfizettetni|,|megfizettetni|
True,|a|,|a|
True,|válság|,|válság|
True,|árát|,|árát|
True,|?|,|?|
True,|Mikor|,|Mikor|
True,|csökkentik|,|csökkentik|
True,|végre|,|végre|
True,|nulla|,|nulla|
True,|százalékra|,|százalékra|
True,|az|,|az|
True,|alapvető|,|alapvető|
True,|élelmiszerek|,|élelmiszerek|
True,|áfáját|,|áfáját|
True,|?|,|?|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|(|,|(|
True,|Taps|,|Taps|
True,|a|,|a|
True,|Jobbik|,|Jobbik|
False,|padsoraiból|,|padsoraiból.|
huspacy,|.|,
True,|)|,|)|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|Tállai|,|Tállai|
True,|András|,|András|
True,|államtitkár|,|államtitkár|
True,|úré|,|úré|
True,|a|,|a|
True,|szó|,|szó|
True,|.|,|.|
True,|TÁLLAI|,|TÁLLAI|
True,|ANDRÁS|,|ANDRÁS|
True,|pénzügyminisztériumi|,|pénzügyminisztériumi|
True,|államtitkár|,|államtitkár|
True,|:|,|:|
True,|Köszönöm|,|Köszönöm|
